country,Communication,Education,Economics,Environment,Infrastructure,Health,Energy,Work,Society,Government
Albania,14.571386257342338,59.84057363784626,27.9828999042511,93.52100832611706,74.97252470971696,40.13332357474577,26.736615419387817,40.27612111417335,62.03469341268418,66.14583587646484
UAE,38.79438232284069,21.865203761755488,50.36560070514679,26.25829914613946,83.72432424863044,48.407509864922574,16.38663698732853,68.33518874993484,83.53207318537383,26.04166603088379
Argentina,21.925571797696584,70.2932239235356,35.28759050369263,89.4753893924106,82.19596880018766,59.81758255269792,9.683984756469728,43.64518617418435,63.1120700878503,73.54166793823242
Armenia,19.395919041164493,67.25723098018983,27.506914854049683,94.731135268494,75.96433596326926,50.33192352793451,16.95671558380127,37.55887555899971,62.93729129424728,51.875
Benin,4.613668792615894,8.348523744346958,28.249594032764435,89.91570553732583,23.567476862422865,17.44898218765847,13.587594389915466,48.789417708085736,31.9756758394308,55.62500190734863
Bangladesh,8.70036359375743,28.43184066828645,31.44199961423874,92.95077019136797,60.29177504997729,31.913256205627658,9.354160949587822,33.91424054240092,50.23964494640362,41.35416793823242
Bulgaria,22.05436795394597,58.04468836640628,33.697303891181946,86.6630820889736,79.28918494517444,39.64729378519764,22.90051960945129,42.04344877967747,58.23820064589553,76.04166793823242
Bahrain,19.79024848300517,21.768631539758296,45.8913357257843,65.85523846006387,88.77583847811388,42.54095061987882,17.014638900756836,58.42262896203884,69.43950688007688,15.104166030883787
Brazil,19.99300783982377,10.160965794768613,28.224725008010864,89.47668851552574,76.19741815240428,55.02131660078071,22.13512682914734,40.48255392949955,53.3090969946589,68.75000190734863
Botswana,12.292712224908026,38.22835520877689,32.65179443359375,74.57562425251109,60.32138784568998,29.593250393679767,9.699967523803934,40.491782229354015,33.55148544331577,76.25000190734863
Chile,22.4312031555248,26.20223693256719,33.57942497730255,88.23544452175656,79.49611875356563,59.01020797704008,13.050242185592651,40.846443299470096,62.77623763476893,93.125
