country,infra_vehicles_2007,infra_elec_2021,infra_sanit_2016,infra_water_2016,infra_vehicles_2007_n,infra_elec_2021_n,infra_sanit_2016_n,infra_water_2016_n
Malawi,8.59,14.2,36.3,67.0,0.951583391170178,4.4543429844097995,30.955993930197263,48.27586206896551
Malaysia,,100.0,95.6,97.1,,100.0,95.2308692824626,95.45454545454544
Namibia,109.0,55.2,34.2,83.6,12.470388491519493,50.11135857461025,28.679817905918057,74.29467084639498
Niger,,18.6,13.3,46.2,,9.354120267260582,6.026446997615435,15.673981191222571
Nigeria,30.8,59.5,40.2,69.8,3.499463694713234,54.89977728285078,35.18317797528723,52.66457680250783
Nicaragua,47.8,86.3,72.8,81.4,5.449664737497203,84.74387527839643,70.51810101885974,70.84639498432603
Netherlands,503.0,100.0,97.7,100.0,57.66916560074796,100.0,97.50704530674182,100.0
Norway,572.0,100.0,98.1,100.0,65.5846874802829,100.0,97.94060264469975,100.0
Nepal,5.27,89.9,62.0,88.8,0.5707205992853086,88.75278396436526,58.81205289399523,82.44514106583071
New Zealand,729.0,100.0,100.0,100.0,83.59536769893484,100.0,100.0,100.0
Oman,225.0,100.0,99.3,90.7,25.777642665810106,100.0,99.24127465857359,85.42319749216301
Pakistan,11.1,94.9,60.2,89.7,1.239524839251811,94.32071269487751,56.861044873184476,83.85579937304075
Panama,188.0,95.3,79.8,93.2,21.533087455044996,94.76614699331849,78.10535443312378,89.34169278996866
Peru,51.7,95.6,74.9,91.2,5.897063800253526,95.10022271714922,72.79427704313896,86.20689655172414
Philippines,32.0,97.5,77.8,92.4,3.637124944792103,97.21603563474387,75.93756774333406,88.08777429467085
Papua New Guinea,8.87,20.9,18.9,44.0,0.9837043495219138,11.915367483296214,12.096249729026662,12.225705329153602
Poland,451.0,100.0,98.4,94.0,51.70384476399699,100.0,98.26577064816823,90.59561128526646
Puerto Rico,642.0,100.0,100.0,99.6,73.61492706821689,100.0,100.0,99.37304075235109
Portugal,,100.0,99.4,99.2,,100.0,99.3496639930631,98.7460815047022
Paraguay,82.0,100.0,88.6,97.2,9.373010364744953,100.0,87.64361586819857,95.61128526645768
Palestine,16.1,100.0,96.7,96.7,1.8131133812470963,100.0,96.42315196184695,94.82758620689656
Qatar,724.0,100.0,99.9,100.0,83.02177915693956,100.0,99.89161066551053,100.0
Romania,,100.0,84.0,100.0,,100.0,82.65770648168221,100.0
Russia,245.0,100.0,88.0,96.5,28.071996833791246,100.0,86.99327986126166,94.5141065830721
Rwanda,3.88,48.7,67.2,59.4,0.4112629846106194,42.87305122494432,64.44829828744851,36.36363636363636
Sudan,28.0,61.8,36.5,58.2,3.1782541111958746,57.4610244988864,31.172772599176238,34.48275862068966
Senegal,20.4,68.0,53.9,79.1,2.306399527363041,64.36525612472161,50.03251680034684,67.24137931034481
Singapore,149.0,100.0,100.0,100.0,17.059096827481774,100.0,100.0,100.0
Sierra Leone,5.21,27.5,17.5,58.5,0.5638375367813653,19.265033407572382,10.578799046173856,34.952978056426325
El Salvador,83.7,97.9,85.9,96.2,9.56803046902335,97.66146993318486,84.71710383698245,94.04388714733543
Serbia,223.0,100.0,97.5,93.8,25.54820724901199,100.0,97.29026663776284,90.282131661442
Sao Tome and Principe,2.16,78.5,41.1,76.4,0.21394852616424137,76.05790645879733,36.1586819856926,63.00940438871474
Suriname,,98.8,87.2,96.2,,98.66369710467707,86.12616518534577,94.04388714733543
Slovak Republic,282.0,100.0,97.5,99.8,32.31655204455635,100.0,97.29026663776284,99.68652037617554
Slovenia,547.0,100.0,98.6,99.5,62.71674477030648,100.0,98.48254931714719,99.21630094043887
Sweden,523.0,100.0,98.9,99.7,59.96351976872911,100.0,98.80771732061567,99.52978056426333
Eswatini,89.0,82.9,61.8,67.4,10.176034323538353,80.95768374164811,58.59527422501625,48.90282131661443
Seychelles,173.0,100.0,99.2,95.9,19.81232182905914,100.0,99.1328853240841,93.57366771159874
Syria,51.5,88.8,92.9,93.5,5.874120258573715,87.52783964365256,92.30435725124649,89.81191222570533
Chad,,11.3,11.6,48.4,,1.2249443207126964,4.183828311294167,19.12225705329153
Togo,1.98,55.7,16.6,64.5,0.19329933865241106,50.66815144766147,9.60329503576848,44.35736677115987
Tajikistan,38.2,99.6,95.7,77.6,4.348374736866256,99.55456570155903,95.33925861695208,64.89028213166144
Turkmenistan,106.0,100.0,97.8,98.3,12.126235366322321,100.0,97.6154346412313,97.33542319749215
Trinidad and Tobago,351.0,100.0,93.7,98.5,40.23207392409129,100.0,93.17147192716236,97.64890282131663
Tunisia,103.0,99.9,93.2,94.7,11.782082241125151,99.88864142538976,92.62952525471493,91.69278996865204
Turkey,131.0,100.0,97.0,96.4,14.994178076298748,100.0,96.7483199653154,94.35736677115987
Tanzania,11.7,42.7,25.6,52.3,1.3083554642912452,36.191536748329625,19.35833513982224,25.235109717868333
Uganda,6.5,45.2,19.8,49.5,0.7118233806161488,38.97550111358575,13.071753739432038,20.846394984326015
Ukraine,140.0,100.0,97.4,93.4,16.026637451890263,100.0,97.18187730327337,89.65517241379311
Uruguay,,100.0,96.9,99.3,,100.0,96.63993063082594,98.9028213166144
USA,820.0,100.0,99.7,99.5,94.03467916324902,100.0,99.67483199653154,99.21630094043887
St. Vincent and the Grenadines,204.0,100.0,89.6,97.7,23.36857078942991,100.0,88.72750921309343,96.39498432601881
Venezuela,147.0,100.0,95.1,94.4,16.829661410683663,100.0,94.68892261001517,91.22257053291537
Vietnam,13.5,100.0,81.0,93.4,1.5148473394095479,100.0,79.40602644699761,89.65517241379311
Samoa,,98.3,95.8,93.3,,98.10690423162583,95.44764795144157,89.49843260188086
Yemen,34.8,74.9,52.1,56.8,3.9583345283094618,72.04899777282851,48.081508779536094,32.28840125391849
South Africa,159.0,89.3,73.1,92.2,18.206273911472344,88.08463251670378,70.8432690223282,87.7742946708464
Zambia,17.7,46.7,33.2,63.9,1.9966617146855872,40.645879732739424,27.595924561023192,43.41692789968651
Zimbabwe,106.0,49.0,37.5,64.5,12.126235366322321,43.20712694877505,32.2566659440711,44.35736677115987
