,Unnamed: 0,country,energy_use_2014,energy_import_2014,energy_alternative_2014,energy_renewable_2020,energy_use_2014_n,energy_import_2014_n,energy_alternative_2014_n,energy_renewable_2020_n
45,45,UK,2780.0,39.7,11.6,13.5,13.911447464360245,5.198275862068968,23.387096774193548,14.033264033264032
46,46,Georgia,1180.0,68.8,15.7,23.4,5.865788348879893,2.6896551724137936,31.653225806451612,24.324324324324323
47,47,Ghana,320.0,-8.19,5.87,40.3,1.5412465743092048,9.326724137931038,11.834677419354838,41.89189189189189
48,48,Gibraltar,6040.0,100.0,0.0,0.0,30.30447791215146,0.0,0.0,0.0
49,49,Greece,2120.0,62.0,5.42,20.1,10.5926130792246,3.275862068965523,10.92741935483871,20.893970893970895
50,50,Guatemala,864.0,32.8,2.57,65.5,4.276770673572524,5.793103448275858,5.181451612903226,68.08731808731808
51,51,"Hong Kong, China",1970.0,98.7,0.0705,0.27,9.838332537148316,0.11206896551723844,0.14213709677419353,0.2806652806652807
52,52,Honduras,587.0,53.0,3.33,50.1,2.883865939204988,4.051724137931032,6.713709677419355,52.07900207900208
53,53,Croatia,1900.0,45.9,11.9,32.4,9.486334950846052,4.663793103448256,23.991935483870968,33.67983367983368
54,54,Haiti,399.0,22.0,0.074,76.3,1.938500993136047,6.724137931034477,0.14919354838709675,79.31392931392931
55,55,Hungary,2310.0,55.6,19.0,14.8,11.54803509918789,3.8275862068965694,38.306451612903224,15.384615384615385
56,56,Indonesia,880.0,-103.0,0.839,22.0,4.357227264727328,17.5,1.691532258064516,22.869022869022867
57,57,India,631.0,34.3,2.67,35.8,3.105121564880698,5.6637931034482705,5.383064516129032,37.21413721413721
58,58,Ireland,2740.0,84.3,4.22,13.7,13.710305986473236,1.353448275862064,8.508064516129032,14.24116424116424
59,59,Iran,2960.0,-33.4,0.909,1.03,14.816584114851784,11.500000000000014,1.8326612903225807,1.0706860706860706
60,60,Iraq,1350.0,-229.0,0.331,1.08,6.720639629899681,28.36206896551724,0.6673387096774194,1.1226611226611227
61,61,Iceland,17900.0,11.0,35.4,82.8,89.94292610564956,7.672413793103445,71.37096774193549,86.07068607068607
62,62,Israel,2760.0,67.0,5.19,5.61,13.81087672541674,2.8448275862068897,10.463709677419354,5.831600831600832
63,63,Italy,2410.0,75.0,7.06,18.7,12.050888793905413,2.1551724137931103,14.233870967741936,19.43866943866944
64,64,Jamaica,1010.0,82.0,0.57,11.4,5.010937067860106,1.551724137931032,1.1491935483870965,11.85031185031185
65,65,Jordan,945.0,96.8,1.92,11.0,4.684082166293717,0.2758620689655231,3.8709677419354835,11.434511434511434
66,66,Japan,3470.0,94.0,2.22,8.45,17.381137957911147,0.5172413793103487,4.475806451612904,8.783783783783782
67,67,Kazakhstan,4430.0,-117.0,0.609,1.78,22.208533427199356,18.706896551724142,1.2278225806451613,1.8503118503118503
68,68,Kenya,516.0,17.2,2.24,72.5,2.526839815955548,7.137931034482762,4.516129032258065,75.36382536382536
69,69,Kyrgyz Republic,650.0,49.5,22.7,30.0,3.2006637668770272,4.353448275862064,45.766129032258064,31.185031185031185
70,70,Cambodia,419.0,33.1,3.32,51.4,2.0390717320795515,5.767241379310363,6.693548387096774,53.43035343035343
71,71,South Korea,5290.0,81.7,15.6,3.63,26.533075201770046,1.5775862068965552,31.451612903225804,3.773388773388773
72,72,Kuwait,9010.0,-391.0,0.0,0.1,45.23923264526186,42.327586206896555,0.0,0.10395010395010394
73,73,Lebanon,1190.0,97.9,0.523,6.71,5.916073718351646,0.181034482758605,1.0544354838709677,6.975051975051975
74,74,Libya,2930.0,-103.0,0.0,3.12,14.665728006436527,17.5,0.0,3.243243243243243
75,75,Sri Lanka,504.0,50.3,3.43,49.3,2.466497372589445,4.284482758620683,6.915322580645161,51.24740124740124
76,76,Lithuania,2390.0,75.0,3.81,31.7,11.950318054961908,2.1551724137931103,7.681451612903226,32.95218295218295
77,77,Luxembourg,6860.0,96.0,2.5,20.8,34.42787820883514,0.3448275862068897,5.040322580645161,21.62162162162162
78,78,Latvia,2180.0,45.2,6.84,43.8,10.894325296055113,4.724137931034477,13.79032258064516,45.53014553014553
79,79,Morocco,554.0,90.7,1.62,10.9,2.717924219948206,0.801724137931032,3.2661290322580645,11.33056133056133
80,80,Moldova,1160.0,90.0,0.767,23.7,5.765217609936389,0.8620689655172384,1.5463709677419355,24.636174636174637
81,81,Mexico,1580.0,-10.8,3.42,12.3,7.877203127749981,9.551724137931032,6.89516129032258,12.785862785862786
82,82,North Macedonia,1270.0,51.8,5.53,20.3,6.318356674125663,4.15517241379311,11.149193548387096,21.1018711018711
83,83,Malta,1780.0,98.4,1.47,9.18,8.882910517185024,0.13793103448274735,2.9637096774193545,9.542619542619542
84,84,Myanmar,378.0,-33.0,3.13,59.8,1.8329017172453674,11.465517241379317,6.310483870967742,62.16216216216216
85,85,Montenegro,1540.0,27.6,13.0,39.6,7.676061649862972,6.24137931034484,26.209677419354836,41.16424116424116
86,86,Mongolia,1850.0,-168.0,0.259,3.98,9.23490810348729,23.103448275862064,0.5221774193548387,4.137214137214137
87,87,Mozambique,447.0,-54.6,9.17,80.9,2.1798707666004575,13.327586206896555,18.487903225806452,84.0956340956341
88,88,Mauritius,1110.0,84.5,0.805,9.41,5.513790762577628,1.3362068965517295,1.622983870967742,9.781704781704782
89,89,Malaysia,2930.0,-5.51,1.18,5.84,14.665728006436527,9.095689655172407,2.379032258064516,6.070686070686071
90,90,Namibia,805.0,74.4,17.8,31.3,3.980086993689186,2.206896551724128,35.887096774193544,32.53638253638253
91,91,Niger,149.0,-5.81,0.0119,81.9,0.6813667563422422,9.12155172413793,0.02399193548387097,85.13513513513514
92,92,Nigeria,751.0,-93.0,0.274,82.5,3.7085459985417244,16.63793103448276,0.5524193548387097,85.75883575883576
93,93,Nicaragua,590.0,40.9,3.34,52.1,2.898951550046514,5.09482758620689,6.733870967741935,54.158004158004154
94,94,Netherlands,4330.0,19.8,3.13,10.8,21.705679732481833,6.9137931034482705,6.310483870967742,11.226611226611226
95,95,Curaçao,12700.0,99.9,,2.78,63.79453398033842,0.008620689655160163,,2.8898128898128896
96,96,Norway,5600.0,-583.0,32.3,61.3,28.091921655394362,58.87931034482759,65.12096774193547,63.72141372141372
97,97,Nepal,426.0,16.7,5.24,74.5,2.074271490709778,7.181034482758619,10.564516129032258,77.44282744282744
98,98,New Zealand,4550.0,17.1,13.5,28.6,22.81195786086038,7.14655172413795,27.217741935483872,29.72972972972973
99,99,Oman,6070.0,-206.0,0.0,0.05,30.455334020566717,26.379310344827587,0.0,0.05197505197505197
100,100,Pakistan,432.0,24.1,4.03,46.6,2.1044427123928293,6.543103448275872,8.125,48.440748440748436
101,101,Panama,1080.0,80.9,8.86,28.4,5.3629346541623715,1.6465517241379217,17.862903225806452,29.52182952182952
102,102,Peru,783.0,-14.9,7.18,31.6,3.8694591808513312,9.90517241379311,14.475806451612902,32.84823284823285
103,103,Philippines,470.0,45.8,2.91,29.1,2.295527116385488,4.672413793103445,5.866935483870968,30.24948024948025
104,104,Poland,2470.0,28.4,0.933,16.1,12.352601010735926,6.172413793103431,1.8810483870967745,16.735966735966738
105,105,North Korea,474.0,-74.8,7.01,12.7,2.3156412641741886,15.06896551724138,14.133064516129032,13.201663201663202
106,106,Portugal,2030.0,71.7,10.7,31.2,10.14004475397883,2.4396551724137936,21.57258064516129,32.43243243243243
107,107,Paraguay,848.0,-36.9,16.3,61.4,4.196314082417721,11.801724137931032,32.86290322580645,63.82536382536382
108,108,Qatar,19900.0,-399.0,0.0,0.06,100.0,43.01724137931034,0.0,0.06237006237006237
109,109,Romania,1590.0,16.8,14.5,24.1,7.927488497221733,7.172413793103445,29.233870967741936,25.051975051975052
110,110,Russia,4940.0,-83.7,8.16,3.72,24.773087270258717,15.83620689655173,16.451612903225804,3.866943866943867
111,111,Saudi Arabia,6650.0,-192.0,0.0004,0.06,33.37188544992834,25.172413793103445,0.0008064516129032258,0.06237006237006237
112,112,Sudan,405.0,-8.99,4.37,62.1,1.9686722148190985,9.395689655172418,8.810483870967742,64.55301455301455
113,113,Senegal,283.0,52.7,0.61,38.6,1.3551907072637217,4.077586206896555,1.2298387096774193,40.12474012474012
114,114,Singapore,5120.0,97.7,0.193,0.92,25.67822392075026,0.19827586206896797,0.38911290322580644,0.9563409563409563
115,115,El Salvador,655.0,49.2,6.31,23.7,3.225806451612903,4.379310344827587,12.721774193548386,24.636174636174637
116,116,Serbia,1860.0,28.8,5.65,26.0,9.285193472959042,6.137931034482762,11.391129032258064,27.027027027027025
117,117,South Sudan,62.4,-1060.0,0.0246,33.2,0.24589545671686822,100.0,0.04959677419354838,34.511434511434516
118,118,Suriname,1210.0,-43.8,15.2,14.7,6.01664445729515,12.396551724137936,30.64516129032258,15.28066528066528
119,119,Slovak Republic,2940.0,58.8,28.3,17.6,14.716013375908279,3.551724137931032,57.056451612903224,18.295218295218298
120,120,Slovenia,3240.0,44.5,31.9,22.4,16.224574460060847,4.784482758620683,64.31451612903226,23.284823284823283
121,121,Sweden,4970.0,28.3,47.5,58.4,24.923943378673975,6.181034482758619,95.76612903225806,60.7068607068607
122,122,Syria,538.0,47.8,1.35,1.08,2.6374676287934027,4.5,2.721774193548387,1.1226611226611227
123,123,Togo,453.0,20.0,2.41,76.6,2.2100419882835087,6.896551724137936,4.858870967741935,79.62577962577961
124,124,Thailand,1930.0,41.6,1.11,20.8,9.637191059261308,5.0344827586206975,2.237903225806452,21.62162162162162
125,125,Tajikistan,337.0,36.2,37.5,38.8,1.6267317024111834,5.5,75.60483870967742,40.332640332640324
126,126,Turkmenistan,4720.0,-192.0,0.0,0.06,23.66680914188017,25.172413793103445,0.0,0.06237006237006237
127,127,Trinidad and Tobago,13.5,-103.0,0.0,0.47,0.0,17.5,0.0,0.48856548856548854
128,128,Tunisia,920.0,36.2,0.798,12.9,4.558368742614336,5.5,1.6088709677419357,13.40956340956341
129,129,Turkey,1560.0,74.2,4.95,13.7,7.776632388806477,2.224137931034477,9.97983870967742,14.24116424116424
130,130,Tanzania,489.0,10.7,0.724,84.0,2.391069318381817,7.698275862068968,1.4596774193548385,87.31808731808732
131,131,Ukraine,2330.0,27.2,22.5,8.72,11.648605838131395,6.275862068965523,45.36290322580645,9.064449064449065
132,132,Uruguay,1390.0,44.4,14.8,61.1,6.921781107786689,4.7931034482758434,29.838709677419352,63.51351351351351
133,133,USA,6960.0,9.21,11.7,11.2,34.93073190355266,7.826724137931038,23.588709677419356,11.642411642411641
134,134,Uzbekistan,,,,1.03,,,,1.0706860706860706
135,135,Venezuela,,,,23.3,,,,24.220374220374218
136,136,Vietnam,,,,19.1,,,,19.854469854469855
137,137,Yemen,,,,3.53,,,,3.6694386694386694
138,138,South Africa,2690.0,-14.5,2.66,9.76,13.458879139114474,9.870689655172413,5.362903225806451,10.145530145530145
139,139,Zambia,,,,81.8,,,,85.03118503118503
140,140,Zimbabwe,,,,84.4,,,,87.73388773388773
