country,work_employment_2020,work_emptopop_2020,work_business_2019,work_taxes_2019,work_employment_2020_n,work_emptopop_2020_n,work_business_2019_n,work_taxes_2019_n,work_s
Cambodia,79.1,75.1,53.8,23.1,91.98473282442748,84.35114503816794,49.38650306748466,7.122641509433963,58.21125560987851
South Korea,60.1,60.3,84.0,33.2,55.72519083969467,56.10687022900763,95.70552147239266,11.886792452830191,54.856093748481285
Kuwait,66.3,67.6,67.4,13.0,67.55725190839695,70.0381679389313,70.24539877300614,2.358490566037736,52.54982729659303
Lao,76.6,56.8,50.8,24.1,87.21374045801527,49.42748091603053,44.785276073619634,7.5943396226415105,47.25520926757674
Lebanon,42.3,38.8,54.3,32.2,21.75572519083969,15.076335877862594,50.15337423312884,11.415094339622645,24.600132410363443
Liberia,70.3,73.0,43.2,46.2,75.19083969465649,80.34351145038168,33.128834355828225,18.018867924528305,51.67051335634867
Libya,38.8,36.6,32.7,32.6,15.076335877862594,10.877862595419852,17.02453987730062,11.60377358490566,13.645627983872181
St. Lucia,57.5,52.9,63.7,34.7,50.76335877862596,41.98473282442748,64.57055214723927,12.594339622641511,42.47824584323356
Sri Lanka,48.6,48.8,61.8,55.2,33.77862595419848,34.160305343511446,61.65644171779142,22.264150943396228,37.96488098972439
Lesotho,50.2,52.3,59.4,13.6,36.8320610687023,40.839694656488554,57.97546012269939,2.641509433962264,34.57218132046312
Lithuania,56.8,57.3,81.6,42.6,49.42748091603053,50.38167938931298,92.02453987730061,16.32075471698113,52.03861372490631
Luxembourg,55.8,56.7,69.6,20.4,47.51908396946565,49.23664122137406,73.61963190184049,5.849056603773584,44.056103424113445
Latvia,56.8,56.7,80.3,38.1,49.42748091603053,49.23664122137406,90.03067484662579,14.19811320754717,50.72322754789439
Morocco,38.3,38.6,73.4,45.8,14.122137404580151,14.694656488549622,79.44785276073621,17.830188679245282,31.523708833277816
Moldova,37.8,38.8,74.4,38.7,13.167938931297709,15.076335877862594,80.98159509202455,14.4811320754717,30.92675049416414
Madagascar,81.8,82.7,47.7,38.3,97.13740458015268,98.85496183206106,40.03067484662577,14.292452830188678,62.57887352225705
Maldives,62.9,57.0,53.3,30.2,61.06870229007634,49.80916030534351,48.61963190184049,10.471698113207546,42.49229815261697
Mexico,53.8,54.0,72.4,55.1,43.70229007633588,44.083969465648856,77.91411042944786,22.21698113207547,46.97933777587701
North Macedonia,42.0,45.4,80.7,13.0,21.183206106870234,27.67175572519084,90.64417177914112,2.358490566037736,35.46440604430998
Mali,63.7,63.6,52.9,54.5,62.59541984732825,62.40458015267177,48.00613496932515,21.933962264150942,48.735024308369034
Malta,55.9,59.0,66.1,44.0,47.70992366412214,53.62595419847328,68.25153374233129,16.9811320754717,46.642135920099605
Myanmar,55.6,59.3,46.8,31.2,47.13740458015268,54.19847328244275,38.65030674846626,10.943396226415095,37.732395209369194
Montenegro,44.9,43.8,73.8,22.2,26.7175572519084,24.618320610687018,80.06134969325154,6.69811320754717,34.52383519084854
Mongolia,60.2,56.9,67.8,25.7,55.91603053435116,49.61832061068702,70.85889570552149,8.349056603773585,46.18557586358332
Mozambique,73.5,75.1,55.0,36.1,81.29770992366413,84.35114503816794,51.226993865030686,13.254716981132075,57.53264145199871
Mauritania,39.8,36.1,51.1,67.0,16.98473282442748,9.92366412213741,45.245398773006144,27.830188679245282,24.99599609970408
Mauritius,52.3,53.0,81.5,22.2,40.839694656488554,42.17557251908397,91.8711656441718,6.69811320754717,45.39613650682287
Malawi,70.7,64.4,60.9,34.5,75.95419847328246,63.93129770992368,60.27607361963191,12.5,53.16539245070952
Malaysia,61.3,62.3,81.5,38.7,58.01526717557252,59.9236641221374,91.8711656441718,14.4811320754717,56.07280725433836
Namibia,46.8,45.8,61.4,20.7,30.343511450381676,28.43511450381679,61.04294478527608,5.990566037735849,31.453034194302596
Niger,71.3,72.3,56.8,47.2,77.09923664122138,79.00763358778626,53.987730061349694,18.490566037735853,57.146291582023295
Nigeria,48.6,54.8,56.9,34.8,33.77862595419848,45.61068702290076,54.14110429447853,12.641509433962263,36.54298167638501
Nicaragua,61.1,60.1,54.4,60.6,57.633587786259554,55.72519083969467,50.30674846625767,24.81132075471698,47.11921196173222
Netherlands,61.2,62.1,76.1,41.2,57.82442748091604,59.54198473282444,83.58895705521472,15.660377358490567,54.15393665686145
Norway,60.8,60.8,82.6,36.2,57.06106870229008,57.06106870229008,93.55828220858896,13.301886792452832,55.24557660140549
Nepal,73.8,34.6,63.2,41.8,81.8702290076336,7.061068702290082,63.8036809815951,15.943396226415093,42.16959372948347
New Zealand,66.4,67.0,86.8,34.6,67.74809160305345,68.89312977099237,100.0,12.547169811320755,62.29709779634164
Oman,64.3,63.3,70.0,27.4,63.74045801526718,61.832061068702295,74.23312883435584,9.150943396226413,52.239147828637925
Pakistan,47.9,47.8,61.0,33.9,32.44274809160306,32.25190839694656,60.429447852760745,12.216981132075471,34.335271368346454
Panama,56.2,54.2,66.6,37.2,48.28244274809161,44.46564885496184,69.01840490797545,13.77358490566038,43.88502035417232
Peru,61.1,64.0,68.7,36.8,57.633587786259554,63.16793893129771,72.239263803681,13.584905660377355,51.6564240454039
Philippines,55.1,53.4,62.8,43.1,46.18320610687024,42.93893129770993,63.19018404907977,16.556603773584907,42.21723130681121
Papua New Guinea,45.4,45.7,59.8,37.1,27.67175572519084,28.244274809160316,58.58895705521473,13.726415094339623,32.05785067097638
Poland,54.6,55.1,76.4,40.8,45.2290076335878,46.18320610687024,84.04907975460124,15.471698113207545,47.73324790206671
Puerto Rico,33.7,36.6,70.1,64.4,5.343511450381688,10.877862595419852,74.38650306748467,26.603773584905664,29.30291267454797
Portugal,53.8,54.1,76.5,39.8,43.70229007633588,44.27480916030535,84.20245398773008,14.999999999999998,46.79488830609283
Paraguay,64.9,64.8,59.1,35.0,64.88549618320613,64.69465648854963,57.51533742331289,12.735849056603774,49.9578347879181
Palestine,31.1,30.3,60.0,15.3,0.3816793893129825,-1.1450381679389272,58.8957055214724,3.443396226415095,15.393935742315389
Qatar,83.3,87.5,68.7,11.3,100.0,108.01526717557252,72.239263803681,1.5566037735849059,70.4527836882096
Romania,52.4,52.3,73.3,20.0,41.030534351145036,40.839694656488554,79.29447852760738,5.660377358490566,41.70627122343288
Russia,57.6,58.2,78.2,46.2,50.95419847328245,52.09923664122138,86.80981595092027,18.018867924528305,51.9705297474881
Rwanda,79.2,49.6,76.5,33.2,92.17557251908397,35.68702290076337,84.20245398773008,11.886792452830191,55.9879604651019
Saudi Arabia,50.6,55.6,70.9,15.7,37.59541984732825,47.13740458015268,75.61349693251535,3.6320754716981125,40.9945992079236
Sudan,38.6,38.9,44.8,45.4,14.694656488549622,15.267175572519085,35.58282208588957,17.641509433962263,20.79654089523013
Senegal,41.1,48.5,59.3,44.8,19.465648854961838,33.58778625954199,57.82208588957055,17.358490566037734,32.05850289252803
Singapore,66.0,67.4,86.2,21.0,66.98473282442748,69.65648854961835,99.079754601227,6.132075471698113,60.46326286174273
Solomon Islands,83.2,82.5,55.3,32.0,99.80916030534351,98.4732824427481,51.68711656441718,11.320754716981131,65.32257850737248
Sierra Leone,54.5,51.4,47.5,30.7,45.0381679389313,39.12213740458015,39.723926380368106,10.70754716981132,33.647944723422725
El Salvador,48.8,52.9,65.3,36.4,34.160305343511446,41.98473282442748,67.02453987730063,13.39622641509434,39.14145111508348
Serbia,49.3,49.4,75.7,36.6,35.11450381679389,35.30534351145038,82.9754601226994,13.49056603773585,41.72146837216988
South Sudan,60.9,60.3,34.6,31.4,57.25190839694657,56.10687022900763,19.93865030674847,11.037735849056604,36.08379119543982
Sao Tome and Principe,47.7,45.3,45.0,37.0,32.061068702290086,27.48091603053435,35.88957055214725,13.679245283018869,27.277700141997638
Suriname,44.1,48.5,47.5,27.9,25.190839694656493,33.58778625954199,39.723926380368106,9.386792452830187,26.972336196849195
Slovak Republic,55.0,55.1,75.6,49.7,45.99236641221374,46.18320610687024,82.82208588957056,19.669811320754718,48.66686743235231
Slovenia,54.4,54.9,76.5,31.0,44.84732824427481,45.80152671755725,84.20245398773008,10.849056603773585,46.42509138833393
Sweden,58.8,58.8,82.0,49.1,53.24427480916031,53.24427480916031,92.63803680981597,19.38679245283019,54.62834472024169
Eswatini,39.0,37.7,59.5,35.8,15.458015267175576,12.97709923664123,58.12883435582823,13.113207547169809,24.91928910170371
Syria,38.8,39.0,42.0,42.7,15.076335877862594,15.458015267175576,31.28834355828221,16.367924528301888,19.547654807905566
Chad,66.5,58.3,36.9,63.5,67.93893129770993,52.29007633587786,23.466257668711656,26.17924528301887,42.46862764632958
Togo,55.0,55.0,62.3,48.2,45.99236641221374,45.99236641221374,62.423312883435585,18.962264150943398,43.34257746470162
Thailand,65.4,66.3,80.1,29.5,65.83969465648858,67.55725190839695,89.7239263803681,10.141509433962264,58.315595594803966
Tajikistan,36.0,37.6,61.3,67.3,9.732824427480919,12.786259541984737,60.88957055214724,27.971698113207548,27.845088158705114
Timor-Leste,63.9,63.0,39.4,17.3,62.97709923664122,61.25954198473283,27.300613496932517,4.386792452830189,38.98101179278419
Tonga,43.6,51.9,61.4,27.5,24.23664122137405,40.0763358778626,61.04294478527608,9.19811320754717,33.638508773014976
Trinidad and Tobago,53.1,52.8,61.3,40.5,42.36641221374047,41.79389312977099,60.88957055214724,15.330188679245284,40.09501614372599
Tunisia,38.3,37.3,68.7,60.7,14.122137404580151,12.213740458015266,72.239263803681,24.858490566037737,30.85840805807854
Turkey,43.4,42.8,76.8,42.3,23.85496183206107,22.709923664122133,84.66257668711658,16.179245283018865,36.851676866579666
Tanzania,81.4,78.2,54.5,43.8,96.37404580152673,90.2671755725191,50.46012269938651,16.886792452830186,63.49703413156563
Uganda,65.3,66.2,60.0,33.7,65.64885496183206,67.36641221374047,58.8957055214724,12.122641509433965,51.00840355161973
Ukraine,47.5,49.9,70.2,45.2,31.679389312977104,36.25954198473283,74.53987730061351,17.547169811320757,40.00649460241105
Uruguay,53.2,54.9,61.5,41.8,42.55725190839696,45.80152671755725,61.19631901840492,15.943396226415093,41.37462346769356
USA,56.3,56.4,84.0,36.6,48.47328244274809,48.66412213740458,95.70552147239266,13.49056603773585,51.5833730225703
Uzbekistan,55.8,52.7,69.9,31.6,47.51908396946565,41.60305343511451,74.07975460122701,11.132075471698114,43.58349186937632
St. Vincent and the Grenadines,50.9,49.6,57.1,37.0,38.16793893129771,35.68702290076337,54.447852760736204,13.679245283018869,35.49551496895404
Venezuela,48.6,47.4,30.2,73.3,33.77862595419848,31.48854961832061,13.190184049079754,30.80188679245283,27.31481160351292
Vietnam,73.9,71.7,69.8,37.6,82.0610687022901,77.86259541984734,73.92638036809818,13.962264150943396,61.953077160294754
Vanuatu,67.2,67.2,61.1,8.5,69.27480916030535,69.27480916030535,60.58282208588958,0.2358490566037736,49.84207236577601
Samoa,39.2,48.2,62.1,19.3,15.83969465648856,33.01526717557253,62.116564417177926,5.330188679245283,29.075428732121075
Yemen,33.0,32.7,31.8,26.6,4.0076335877862626,3.435114503816802,15.644171779141105,8.773584905660378,7.965126194101137
South Africa,36.7,41.4,67.0,29.2,11.068702290076345,20.0381679389313,69.63190184049081,10.0,27.684693017374613
Zambia,65.2,57.2,66.9,15.6,65.45801526717558,50.190839694656496,69.47852760736197,3.5849056603773586,47.17807205739285
Zimbabwe,76.3,60.0,54.5,31.6,86.6412213740458,55.53435114503817,50.46012269938651,11.132075471698114,50.94194267254215
