country,Communication,Education,Economics,Environment,Infrastructure,Health,Energy,Work,Society,Government
Croatia,3.36,8.594999999999999,3.0500000000000003,8.440000000000001,5.670000000000001,3.1500000000000004,0.895,5.595,7.640000000000001,3.8950000000000005
Haiti,0.51,0.0,2.54,8.93,2.9000000000000004,1.845,1.1,5.265,1.1,1.455
Hungary,4.409999999999999,9.78,3.5100000000000002,8.590000000000002,8.24,3.04,0.86,6.869999999999999,8.1,3.48
Indonesia,1.5299999999999998,6.794999999999999,3.41,9.32,6.550000000000001,1.675,0.5750000000000001,7.919999999999999,5.43,3.23
India,0.855,1.6649999999999998,3.1300000000000003,9.14,6.03,1.865,0.6400000000000001,5.355,4.79,3.34
Ireland,5.984999999999999,3.105,5.470000000000001,6.38,8.17,3.3600000000000003,0.47000000000000003,7.515,8.81,4.765
Iran,2.9549999999999996,2.67,4.12,8.090000000000002,7.109999999999999,2.4850000000000003,0.365,3.7349999999999994,5.28,0.7250000000000001
Iraq,1.77,4.71,2.92,8.61,7.13,2.32,0.45999999999999996,2.355,5.28,1.58
Iceland,6.180000000000001,4.125,3.34,5.3500000000000005,9.07,3.615,3.19,9.24,9.66,3.5600000000000005
Israel,4.154999999999999,3.99,3.4299999999999997,6.8500000000000005,8.13,3.3100000000000005,0.41,7.544999999999999,7.690000000000001,3.955
Italy,5.49,10.319999999999999,3.1100000000000003,7.96,8.89,3.535,0.5950000000000001,5.744999999999999,8.31,4.39
Jamaica,2.415,9.33,0.27,9.18,6.76,2.25,0.24,7.409999999999999,5.2700000000000005,3.8200000000000003
Jordan,1.2,3.525,0.17,9.209999999999999,7.670000000000001,2.6750000000000003,0.25,3.2099999999999995,5.220000000000001,1.67
Japan,4.965,0.0,3.3100000000000005,6.7700000000000005,8.690000000000001,2.9350000000000005,0.385,8.16,8.53,4.75
Kazakhstan,2.4,5.04,3.5700000000000003,6.620000000000001,7.6000000000000005,2.84,0.55,8.43,6.45,1.01
Kenya,1.125,3.405,2.49,9.14,3.5100000000000002,1.695,1.115,9.015,3.89,2.67
Kyrgyz Republic,1.6049999999999998,5.04,0.25,9.15,7.1000000000000005,2.22,1.0550000000000002,6.3,5.8500000000000005,1.79
Cambodia,1.2,2.175,2.91,8.93,4.78,1.915,0.845,8.775,4.09,1.3550000000000002
Kiribati,0.3,2.175,0.8800000000000001,2.44,4.960000000000001,2.035,0.555,1.95,3.5600000000000005,2.5
St. Kitts and Nevis,4.815,0.12,0.4,4.54,7.31,2.455,0.020000000000000004,2.6849999999999996,4.3100000000000005,2.29
South Korea,7.409999999999999,2.4599999999999995,3.75,6.210000000000001,8.18,3.1750000000000003,0.79,8.235,8.200000000000001,3.91
Kosovo,0.0,,2.49,,0.0,,0.165,3.12,,1.595
Kuwait,2.8049999999999997,0.0,0.79,0.97,8.540000000000001,2.265,1.095,7.905,4.720000000000001,1.4900000000000002
Lao,1.2299999999999998,1.995,0.27999999999999997,8.8,5.98,1.7800000000000002,0.65,7.14,4.14,0.71
Lebanon,2.01,0.0,1.75,8.76,7.040000000000001,2.6950000000000003,0.17500000000000002,3.7349999999999994,4.29,2.4000000000000004
Liberia,0.21,3.75,0.13999999999999999,8.82,2.34,2.09,1.21,7.8149999999999995,3.84,2.8000000000000003
Libya,2.655,5.744999999999999,0.49000000000000005,7.890000000000001,7.01,2.275,0.44000000000000006,2.1149999999999998,3.7,0.96
St. Lucia,2.07,3.0599999999999996,0.24,4.78,6.890000000000001,2.67,0.13,6.405,3.24,3.2200000000000006
Liechtenstein,4.815,1.935,0.0,2.15,7.5,0.0,0.7150000000000001,2.76,5.79,2.29
Sri Lanka,2.175,2.5799999999999996,3.6200000000000006,9.64,6.859999999999999,2.145,0.81,5.73,5.370000000000001,2.58
Lesotho,0.57,3.675,1.69,6.41,3.49,1.9649999999999999,0.54,5.22,2.34,3.515
Lithuania,3.87,10.319999999999999,3.18,6.36,8.16,3.095,0.68,7.8149999999999995,7.16,4.325
Luxembourg,7.29,2.82,4.68,5.010000000000001,8.49,3.2200000000000006,0.7650000000000001,6.63,8.709999999999999,3.64
Latvia,3.795,10.83,3.18,7.390000000000001,8.18,2.9050000000000002,0.935,7.619999999999999,7.140000000000001,4.18
"Macao, China",7.544999999999999,5.534999999999999,2.89,,7.870000000000001,0.0,0.145,5.25,,
Morocco,1.77,5.444999999999999,2.93,9.23,6.45,2.275,0.225,4.74,5.18,1.695
Monaco,9.63,0.0,2.5700000000000003,,9.3,2.5250000000000004,,,4.03,2.0850000000000004
